spatial freq.(lp/mm)          MTF
  24086.11               0.000000
  24209.63               0.000000
  24333.15               0.000000
  24456.67               0.000000
  24580.19               0.000000
  24703.70               0.000000
  24827.22               0.000000
  24950.74               0.000000
  25074.26               0.000000
  25197.78               0.000000
  25321.30               0.000000
  25444.81               0.000000
  25568.33               0.000000
  25691.85               0.000000
  25815.37               0.000000
  25938.89               0.000000
  26062.41               0.000000
  26185.93               0.000000
  26309.44               0.000000
  26432.96               0.000000
  26556.48               0.000000
  26680.00               0.000000
  26803.52               0.000000
  26927.04               0.000000
  27050.56               0.000000
  27174.07               0.000000
  27297.59               0.000000
  27421.11               0.000000
  27544.63               0.000000
  27668.15               0.000000
  27791.67               0.000000
  27915.19               0.000000
  28038.70               0.000000
  28162.22               0.000000
  28285.74               0.000000
  28409.26               0.000000
  28532.78               0.000000
  28656.30               0.000000
  28779.81               0.000000
  28903.33               0.000000
  29026.85               0.000000
  29150.37               0.000000
  29273.89               0.000000
  29397.41               0.000000
  29520.93               0.000000
  29644.44               0.000000
  29767.96               0.000000
  29891.48               0.000000
  30015.00               0.000000
  30138.52               0.000000
  30262.04               0.000000
  30385.56               0.000000
  30509.07               0.000000
  30632.59               0.000000
  30756.11               0.000000
  30879.63               0.000000
  31003.15               0.000000
  31126.67               0.000000
  31250.19               0.000000
  31373.70               0.000000
  31497.22               0.000000
  31620.74               0.000000
  31744.26               0.000000
  31867.78               0.000000
  31991.30               0.000000
  32114.81               0.000000
  32238.33               0.000000
  32361.85               0.000000
  32485.37               0.000000
  32608.89               0.000000
  32732.41               0.000000
  32855.93               0.000000
  32979.44               0.000000
  33102.96               0.000000
  33226.48               0.000000
  33350.00               0.000000
  33473.52               0.000000
  33597.04               0.000000
  33720.56               0.000000
  33844.07               0.000000
  33967.59               0.000000
  34091.11               0.000000
  34214.63               0.000000
  34338.15               0.000000
  34461.67               0.000000
  34585.19               0.000000
  34708.70               0.000000
  34832.22               0.000000
  34955.74               0.000000
  35079.26               0.000000
  35202.78               0.000000
  35326.30               0.000000
  35449.81               0.000000
  35573.33               0.000000
  35696.85               0.000000
  35820.37               0.000000
  35943.89               0.000000
  36067.41               0.000000
  36190.93               0.000000
  36314.44               0.000000
  36437.96               0.000000
  36561.48               0.000000
  36685.00               0.000000
  36808.52               0.000000
  36932.04               0.000000
  37055.56               0.000000
  37179.07               0.000000
  37302.59               0.000000
  37426.11               0.000000
  37549.63               0.000000
  37673.15               0.000000
  37796.67               0.000000
  37920.19               0.000000
  38043.70               0.000000
  38167.22               0.000000
  38290.74               0.000000
  38414.26               0.000000
  38537.78               0.000000
  38661.30               0.000000
  38784.81               0.000000
  38908.33               0.000000
  39031.85               0.000000
  39155.37               0.000000
  39278.89               0.000000
  39402.41               0.000000
  39525.93               0.000000
  39649.44               0.000000
  39772.96               0.000000
  39896.48               0.000000
  40020.00               0.000000
  40143.52               0.000000
  40267.04               0.000000
  40390.56               0.000000
  40514.07               0.000000
  40637.59               0.000000
  40761.11               0.000000
  40884.63               0.000000
  41008.15               0.000000
  41131.67               0.000000
  41255.19               0.000000
  41378.70               0.000000
  41502.22               0.000000
  41625.74               0.000000
  41749.26               0.000000
  41872.78               0.000000
  41996.30               0.000000
  42119.81               0.000000
  42243.33               0.000000
  42366.85               0.000000
  42490.37               0.000000
  42613.89               0.000000
  42737.41               0.000000
  42860.93               0.000000
  42984.44               0.000000
  43107.96               0.000000
  43231.48               0.000000
  43355.00               0.000000
  43478.52               0.000000
  43602.04               0.000000
  43725.56               0.000000
  43849.07               0.000000
  43972.59               0.000000
  44096.11               0.000000
  44219.63               0.000000
  44343.15               0.000000
  44466.67               0.000000
  44590.19               0.000000
  44713.70               0.000000
  44837.22               0.000000
  44960.74               0.000000
  45084.26               0.000000
  45207.78               0.000000
  45331.30               0.000000
  45454.81               0.000000
  45578.33               0.000000
  45701.85               0.000000
  45825.37               0.000000
  45948.89               0.000000
  46072.41               0.000000
  46195.93               0.000000
  46319.44               0.000000
  46442.96               0.000000
  46566.48               0.000000
  46690.00               0.000000
  46813.52               0.000000
  46937.04               0.000000
  47060.56               0.000000
  47184.07               0.000000
  47307.59               0.000000
  47431.11               0.000000
  47554.63               0.000000
  47678.15               0.000000
  47801.67               0.000000
  47925.19               0.000000
  48048.70               0.000000
  48172.22               0.000000
  48295.74               0.000000
  48419.26               0.000000
  48542.78               0.000000
  48666.30               0.000000
  48789.81               0.000000
  48913.33               0.000000
  49036.85               0.000000
  49160.37               0.000000
  49283.89               0.000000
  49407.41               0.000000
  49530.93               0.000000
  49654.44               0.000000
  49777.96               0.000000
  49901.48               0.000000
  50025.00               0.000000
  50148.52               0.000000
  50272.04               0.000000
  50395.56               0.000000
  50519.07               0.000000
  50642.59               0.000000
  50766.11               0.000000
  50889.63               0.000000
  51013.15               0.000000
  51136.67               0.000000
  51260.19               0.000000
  51383.70               0.000000
  51507.22               0.000000
  51630.74               0.000000
  51754.26               0.000000
  51877.78               0.000000
  52001.30               0.000000
  52124.81               0.000000
  52248.33               0.000000
  52371.85               0.000000
  52495.37               0.000000
  52618.89               0.000000
  52742.41               0.000000
  52865.93               0.000000
  52989.44               0.000000
  53112.96               0.000000
  53236.48               0.000000
  53360.00               0.000000
  53483.52               0.000000
  53607.04               0.000000
  53730.56               0.000000
  53854.07               0.000000
  53977.59               0.000000
  54101.11               0.000000
  54224.63               0.000000
  54348.15               0.000000
  54471.67               0.000000
  54595.19               0.000000
  54718.70               0.000000
  54842.22               0.000000
  54965.74               0.000000
  55089.26               0.000000
  55212.78               0.000000
  55336.30               0.000000
  55459.81               0.000000
  55583.33               0.000000
  55706.85               0.000000
  55830.37               0.000000
  55953.89               0.000000
  56077.41               0.000000
  56200.93               0.000000
  56324.44               0.000000
  56447.96               0.000000
  56571.48               0.000000
  56695.00               0.000000
  56818.52               0.000000
  56942.04               0.000000
  57065.56               0.000000
  57189.07               0.000000
  57312.59               0.000000
  57436.11               0.000000
  57559.63               0.000000
  57683.15               0.000000
  57806.67               0.000000
  57930.19               0.000000
  58053.70               0.000000
  58177.22               0.000000
  58300.74               0.000000
  58424.26               0.000000
  58547.78               0.000000
  58671.30               0.000000
  58794.81               0.000000
  58918.33               0.000000
  59041.85               0.000000
  59165.37               0.000000
  59288.89               0.000000
  59412.41               0.000000
  59535.93               0.000000
  59659.44               0.000000
  59782.96               0.000000
  59906.48               0.000000
  60030.00               0.000000
  60153.52               0.000000
  60277.04               0.000000
  60400.56               0.000000
  60524.07               0.000000
  60647.59               0.000000
  60771.11               0.000000
  60894.63               0.000000
  61018.15               0.000000
  61141.67               0.000000
  61265.19               0.000000
  61388.70               0.000000
  61512.22               0.000000
  61635.74               0.000000
  61759.26               0.000000
  61882.78               0.000000
  62006.30               0.000000
  62129.81               0.000000
  62253.33               0.000000
  62376.85               0.000000
  62500.37               0.000000
  62623.89               0.000000
  62747.41               0.000000
  62870.93               0.000000
  62994.44               0.000000
  63117.96               0.000000
  63241.48               0.000000
  63365.00               0.000000
  63488.52               0.000000
  63612.04               0.000000
  63735.56               0.000000
  63859.07               0.000000
  63982.59               0.000000
  64106.11               0.000000
  64229.63               0.000000
  64353.15               0.000000
  64476.67               0.000000
  64600.19               0.000000
  64723.70               0.000000
  64847.22               0.000000
  64970.74               0.000000
  65094.26               0.000000
  65217.78               0.000000
  65341.30               0.000000
  65464.81               0.000000
  65588.33               0.000000
  65711.85               0.000000
  65835.37               0.000000
  65958.89               0.000000
  66082.41               0.000000
  66205.93               0.000000
  66329.44               0.000000
  66452.96               0.000000
  66576.48               0.000000
  66700.00               0.000000
  66823.52               0.000000
  66947.04               0.000000
  67070.56               0.000000
  67194.07               0.000000
  67317.59               0.000000
  67441.11               0.000000
  67564.63               0.000000
  67688.15               0.000000
  67811.67               0.000000
  67935.19               0.000000
  68058.70               0.000000
  68182.22               0.000000
  68305.74               0.000000
  68429.26               0.000000
  68552.78               0.000000
  68676.30               0.000000
  68799.81               0.000000
  68923.33               0.000000
  69046.85               0.000000
  69170.37               0.000000
  69293.89               0.000000
  69417.41               0.000000
  69540.93               0.000000
  69664.44               0.000000
  69787.96               0.000000
  69911.48               0.000000
  70035.00               0.000000
  70158.52               0.000000
  70282.04               0.000000
  70405.56               0.000000
  70529.07               0.000000
  70652.59               0.000000
  70776.11               0.000000
  70899.63               0.000000
  71023.15               0.000000
  71146.67               0.000000
  71270.19               0.000000
  71393.70               0.000000
  71517.22               0.000000
  71640.74               0.000000
  71764.26               0.000000
  71887.78               0.000000
  72011.30               0.000000
  72134.81               0.000000
  72258.33               0.000000
  72381.85               0.000000
  72505.37               0.000000
  72628.89               0.000000
  72752.41               0.000000
  72875.93               0.000000
  72999.44               0.000000
  73122.96               0.000000
  73246.48               0.000000
  73370.00               0.000000
  73493.52               0.000000
  73617.04               0.000000
  73740.56               0.000000
  73864.07               0.000000
  73987.59               0.000000
  74111.11               0.000000
  74234.63               0.000000
  74358.15               0.000000
  74481.67               0.000000
  74605.19               0.000000
  74728.70               0.000000
  74852.22               0.000000
  74975.74               0.000000
  75099.26               0.000000
  75222.78               0.000000
  75346.30               0.000000
  75469.81               0.000000
  75593.33               0.000000
  75716.85               0.000000
  75840.37               0.000000
  75963.89               0.000000
  76087.41               0.000000
  76210.93               0.000000
  76334.44               0.000000
  76457.96               0.000000
  76581.48               0.000000
  76705.00               0.000000
  76828.52               0.000000
  76952.04               0.000000
  77075.56               0.000000
  77199.07               0.000000
  77322.59               0.000000
  77446.11               0.000000
  77569.63               0.000000
  77693.15               0.000000
  77816.67               0.000000
  77940.19               0.000000
  78063.70               0.000000
  78187.22               0.000000
  78310.74               0.000000
  78434.26               0.000000
  78557.78               0.000000
  78681.30               0.000000
  78804.81               0.000000
  78928.33               0.000000
  79051.85               0.000000
  79175.37               0.000000
  79298.89               0.000000
  79422.41               0.000000
  79545.93               0.000000
  79669.44               0.000000
  79792.96               0.000000
  79916.48               0.000000
  80040.00               0.000000
  80163.52               0.000000
  80287.04               0.000000
  80410.56               0.000000
  80534.07               0.000000
  80657.59               0.000000
  80781.11               0.000000
  80904.63               0.000000
  81028.15               0.000000
  81151.67               0.000000
  81275.19               0.000000
  81398.70               0.000000
  81522.22               0.000000
  81645.74               0.000000
  81769.26               0.000000
  81892.78               0.000000
  82016.30               0.000000
  82139.81               0.000000
  82263.33               0.000000
  82386.85               0.000000
  82510.37               0.000000
  82633.89               0.000000
  82757.41               0.000000
  82880.93               0.000000
  83004.44               0.000000
  83127.96               0.000000
  83251.48               0.000000
  83375.00               0.000000
  83498.52               0.000000
  83622.04               0.000000
  83745.56               0.000000
  83869.07               0.000000
  83992.59               0.000000
  84116.11               0.000000
  84239.63               0.000000
  84363.15               0.000000
  84486.67               0.000000
  84610.19               0.000000
  84733.70               0.000000
  84857.22               0.000000
  84980.74               0.000000
  85104.26               0.000000
  85227.78               0.000000
  85351.30               0.000000
  85474.81               0.000000
  85598.33               0.000000
  85721.85               0.000000
  85845.37               0.000000
  85968.89               0.000000
  86092.41               0.000000
  86215.93               0.000000
  86339.44               0.000000
  86462.96               0.000000
  86586.48               0.000000
  86710.00               0.000000
  86833.52               0.000000
  86957.04               0.000000
  87080.56               0.000000
  87204.07               0.000000
  87327.59               0.000000
  87451.11               0.000000
  87574.63               0.000000
  87698.15               0.000000
  87821.67               0.000000
  87945.19               0.000000
  88068.70               0.000000
  88192.22               0.000000
  88315.74               0.000000
  88439.26               0.000000
  88562.78               0.000000
  88686.30               0.000000
  88809.81               0.000000
  88933.33               0.000000
  89056.85               0.000000
  89180.37               0.000000
  89303.89               0.000000
  89427.41               0.000000
  89550.93               0.000000
  89674.44               0.000000
  89797.96               0.000000
  89921.48               0.000000
  90045.00               0.000000
  90168.52               0.000000
  90292.04               0.000000
  90415.56               0.000000
  90539.07               0.000000
  90662.59               0.000000
  90786.11               0.000000
  90909.63               0.000000
  91033.15               0.000000
  91156.67               0.000000
  91280.19               0.000000
  91403.70               0.000000
  91527.22               0.000000
  91650.74               0.000000
  91774.26               0.000000
  91897.78               0.000000
  92021.30               0.000000
  92144.81               0.000000
  92268.33               0.000000
  92391.85               0.000000
  92515.37               0.000000
  92638.89               0.000000
  92762.41               0.000000
  92885.93               0.000000
  93009.44               0.000000
  93132.96               0.000000
  93256.48               0.000000
  93380.00               0.000000
  93503.52               0.000000
  93627.04               0.000000
  93750.56               0.000000
  93874.07               0.000000
  93997.59               0.000000
  94121.11               0.000000
  94244.63               0.000000
  94368.15               0.000000
  94491.67               0.000000
  94615.19               0.000000
  94738.70               0.000000
  94862.22               0.000000
  94985.74               0.000000
  95109.26               0.000000
  95232.78               0.000000
  95356.30               0.000000
  95479.81               0.000000
  95603.33               0.000000
  95726.85               0.000000
  95850.37               0.000000
  95973.89               0.000000
  96097.41               0.000000
  96220.93               0.000000
  96344.44               0.000000
  96467.96               0.000000
  96591.48               0.000000
  96715.00               0.000000
  96838.52               0.000000
  96962.04               0.000000
  97085.56               0.000000
  97209.07               0.000000
  97332.59               0.000000
  97456.11               0.000000
  97579.63               0.000000
  97703.15               0.000000
  97826.67               0.000000
  97950.19               0.000000
  98073.70               0.000000
  98197.22               0.000000
  98320.74               0.000000
  98444.26               0.000000
  98567.78               0.000000
  98691.30               0.000000
  98814.81               0.000000
  98938.33               0.000000
  99061.85               0.000000
  99185.37               0.000000
  99308.89               0.000000
  99432.41               0.000000
  99555.93               0.000000
  99679.44               0.000000
  99802.96               0.000000
  99926.48               0.000000
 100050.00               0.000000
 100173.52               0.000000
 100297.04               0.000000
 100420.56               0.000000
 100544.07               0.000000
 100667.59               0.000000
 100791.11               0.000000
 100914.63               0.000000
 101038.15               0.000000
 101161.67               0.000000
 101285.19               0.000000
 101408.70               0.000000
 101532.22               0.000000
 101655.74               0.000000
 101779.26               0.000000
 101902.78               0.000000
 102026.30               0.000000
 102149.81               0.000000
 102273.33               0.000000
 102396.85               0.000000
 102520.37               0.000000
 102643.89               0.000000
 102767.41               0.000000
 102890.93               0.000000
 103014.44               0.000000
 103137.96               0.000000
 103261.48               0.000000
 103385.00               0.000000
 103508.52               0.000000
 103632.04               0.000000
 103755.56               0.000000
 103879.07               0.000000
 104002.59               0.000000
 104126.11               0.000000
 104249.63               0.000000
 104373.15               0.000000
 104496.67               0.000000
 104620.19               0.000000
 104743.70               0.000000
 104867.22               0.000000
 104990.74               0.000000
 105114.26               0.000000
 105237.78               0.000000
 105361.30               0.000000
 105484.81               0.000000
 105608.33               0.000000
 105731.85               0.000000
 105855.37               0.000000
 105978.89               0.000000
 106102.41               0.000000
 106225.93               0.000000
 106349.44               0.000000
 106472.96               0.000000
 106596.48               0.000000
 106720.00               0.000000
 106843.52               0.000000
 106967.04               0.000000
 107090.56               0.000000
 107214.07               0.000000
 107337.59               0.000000
 107461.11               0.000000
 107584.63               0.000000
 107708.15               0.000000
 107831.67               0.000000
 107955.19               0.000000
 108078.70               0.000000
 108202.22               0.000000
 108325.74               0.000000
 108449.26               0.000000
 108572.78               0.000000
 108696.30               0.000000
 108819.81               0.000000
 108943.33               0.000000
 109066.85               0.000000
 109190.37               0.000000
 109313.89               0.000000
 109437.41               0.000000
 109560.93               0.000000
 109684.44               0.000000
 109807.96               0.000000
 109931.48               0.000000
 110055.00               0.000000
 110178.52               0.000000
 110302.04               0.000000
 110425.56               0.000000
 110549.07               0.000000
 110672.59               0.000000
 110796.11               0.000000
 110919.63               0.000000
 111043.15               0.000000
 111166.67               0.000000
 111290.19               0.000000
 111413.70               0.000000
 111537.22               0.000000
 111660.74               0.000000
 111784.26               0.000000
 111907.78               0.000000
 112031.30               0.000000
 112154.81               0.000000
 112278.33               0.000000
 112401.85               0.000000
 112525.37               0.000000
 112648.89               0.000000
 112772.41               0.000000
 112895.93               0.000000
 113019.44               0.000000
 113142.96               0.000000
 113266.48               0.000000
 113390.00               0.000000
 113513.52               0.000000
 113637.04               0.000000
 113760.56               0.000000
 113884.07               0.000000
 114007.59               0.000000
 114131.11               0.000000
 114254.63               0.000000
 114378.15               0.000000
 114501.67               0.000000
 114625.19               0.000000
 114748.70               0.000000
 114872.22               0.000000
 114995.74               0.000000
 115119.26               0.000000
 115242.78               0.000000
 115366.30               0.000000
 115489.81               0.000000
 115613.33               0.000000
 115736.85               0.000000
 115860.37               0.000000
 115983.89               0.000000
 116107.41               0.000000
 116230.93               0.000000
 116354.44               0.000000
 116477.96               0.000000
 116601.48               0.000000
 116725.00               0.000000
 116848.52               0.000000
 116972.04               0.000000
 117095.56               0.000000
 117219.07               0.000000
 117342.59               0.000000
 117466.11               0.000000
 117589.63               0.000000
 117713.15               0.000000
 117836.67               0.000000
 117960.19               0.000000
 118083.70               0.000000
 118207.22               0.000000
 118330.74               0.000000
 118454.26               0.000000
 118577.78               0.000000
 118701.30               0.000000
 118824.81               0.000000
 118948.33               0.000000
 119071.85               0.000000
 119195.37               0.000000
 119318.89               0.000000
 119442.41               0.000000
 119565.93               0.000000
 119689.44               0.000000
 119812.96               0.000000
 119936.48               0.000000
 120060.00               0.000000
 120183.52               0.000000
 120307.04               0.000000
 120430.56               0.000000
 120554.07               0.000000
 120677.59               0.000000
 120801.11               0.000000
 120924.63               0.000000
 121048.15               0.000000
 121171.67               0.000000
 121295.19               0.000000
 121418.70               0.000000
 121542.22               0.000000
 121665.74               0.000000
 121789.26               0.000000
 121912.78               0.000000
 122036.30               0.000000
 122159.81               0.000000
 122283.33               0.000000
 122406.85               0.000000
 122530.37               0.000000
 122653.89               0.000000
 122777.41               0.000000
 122900.93               0.000000
 123024.44               0.000000
 123147.96               0.000000
 123271.48               0.000000
 123395.00               0.000000
 123518.52               0.000000
