spatial freq.(lp/mm)          MTF
 -85598.33               0.000000
 -85474.81               0.000000
 -85351.30               0.000000
 -85227.78               0.000000
 -85104.26               0.000000
 -84980.74               0.000000
 -84857.22               0.000000
 -84733.70               0.000000
 -84610.19               0.000000
 -84486.67               0.000000
 -84363.15               0.000000
 -84239.63               0.000000
 -84116.11               0.000000
 -83992.59               0.000000
 -83869.07               0.000000
 -83745.56               0.000000
 -83622.04               0.000000
 -83498.52               0.000000
 -83375.00               0.000000
 -83251.48               0.000000
 -83127.96               0.000000
 -83004.44               0.000000
 -82880.93               0.000000
 -82757.41               0.000000
 -82633.89               0.000000
 -82510.37               0.000000
 -82386.85               0.000000
 -82263.33               0.000000
 -82139.81               0.000000
 -82016.30               0.000000
 -81892.78               0.000000
 -81769.26               0.000000
 -81645.74               0.000000
 -81522.22               0.000000
 -81398.70               0.000000
 -81275.19               0.000000
 -81151.67               0.000000
 -81028.15               0.000000
 -80904.63               0.000000
 -80781.11               0.000000
 -80657.59               0.000000
 -80534.07               0.000000
 -80410.56               0.000000
 -80287.04               0.000000
 -80163.52               0.000000
 -80040.00               0.000000
 -79916.48               0.000000
 -79792.96               0.000000
 -79669.44               0.000000
 -79545.93               0.000000
 -79422.41               0.000000
 -79298.89               0.000000
 -79175.37               0.000000
 -79051.85               0.000000
 -78928.33               0.000000
 -78804.81               0.000000
 -78681.30               0.000000
 -78557.78               0.000000
 -78434.26               0.000000
 -78310.74               0.000000
 -78187.22               0.000000
 -78063.70               0.000000
 -77940.19               0.000000
 -77816.67               0.000000
 -77693.15               0.000000
 -77569.63               0.000000
 -77446.11               0.000000
 -77322.59               0.000000
 -77199.07               0.000000
 -77075.56               0.000000
 -76952.04               0.000000
 -76828.52               0.000000
 -76705.00               0.000000
 -76581.48               0.000000
 -76457.96               0.000000
 -76334.44               0.000000
 -76210.93               0.000000
 -76087.41               0.000000
 -75963.89               0.000000
 -75840.37               0.000000
 -75716.85               0.000000
 -75593.33               0.000000
 -75469.81               0.000000
 -75346.30               0.000000
 -75222.78               0.000000
 -75099.26               0.000000
 -74975.74               0.000000
 -74852.22               0.000000
 -74728.70               0.000000
 -74605.19               0.000000
 -74481.67               0.000000
 -74358.15               0.000000
 -74234.63               0.000000
 -74111.11               0.000000
 -73987.59               0.000000
 -73864.07               0.000000
 -73740.56               0.000000
 -73617.04               0.000000
 -73493.52               0.000000
 -73370.00               0.000000
 -73246.48               0.000000
 -73122.96               0.000000
 -72999.44               0.000000
 -72875.93               0.000000
 -72752.41               0.000000
 -72628.89               0.000000
 -72505.37               0.000000
 -72381.85               0.000000
 -72258.33               0.000000
 -72134.81               0.000000
 -72011.30               0.000000
 -71887.78               0.000000
 -71764.26               0.000000
 -71640.74               0.000000
 -71517.22               0.000000
 -71393.70               0.000000
 -71270.19               0.000000
 -71146.67               0.000000
 -71023.15               0.000000
 -70899.63               0.000000
 -70776.11               0.000000
 -70652.59               0.000000
 -70529.07               0.000000
 -70405.56               0.000000
 -70282.04               0.000000
 -70158.52               0.000000
 -70035.00               0.000000
 -69911.48               0.000000
 -69787.96               0.000000
 -69664.44               0.000000
 -69540.93               0.000000
 -69417.41               0.000000
 -69293.89               0.000000
 -69170.37               0.000000
 -69046.85               0.000000
 -68923.33               0.000000
 -68799.81               0.000000
 -68676.30               0.000000
 -68552.78               0.000000
 -68429.26               0.000000
 -68305.74               0.000000
 -68182.22               0.000000
 -68058.70               0.000000
 -67935.19               0.000000
 -67811.67               0.000000
 -67688.15               0.000000
 -67564.63               0.000000
 -67441.11               0.000000
 -67317.59               0.000000
 -67194.07               0.000000
 -67070.56               0.000000
 -66947.04               0.000000
 -66823.52               0.000000
 -66700.00               0.000000
 -66576.48               0.000000
 -66452.96               0.000000
 -66329.44               0.000000
 -66205.93               0.000000
 -66082.41               0.000000
 -65958.89               0.000000
 -65835.37               0.000000
 -65711.85               0.000000
 -65588.33               0.000000
 -65464.81               0.000000
 -65341.30               0.000000
 -65217.78               0.000000
 -65094.26               0.000000
 -64970.74               0.000000
 -64847.22               0.000000
 -64723.70               0.000000
 -64600.19               0.000000
 -64476.67               0.000000
 -64353.15               0.000000
 -64229.63               0.000000
 -64106.11               0.000000
 -63982.59               0.000000
 -63859.07               0.000000
 -63735.56               0.000000
 -63612.04               0.000000
 -63488.52               0.000000
 -63365.00               0.000000
 -63241.48               0.000000
 -63117.96               0.000000
 -62994.44               0.000000
 -62870.93               0.000000
 -62747.41               0.000000
 -62623.89               0.000000
 -62500.37               0.000000
 -62376.85               0.000000
 -62253.33               0.000000
 -62129.81               0.000000
 -62006.30               0.000000
 -61882.78               0.000000
 -61759.26               0.000000
 -61635.74               0.000000
 -61512.22               0.000000
 -61388.70               0.000000
 -61265.19               0.000000
 -61141.67               0.000000
 -61018.15               0.000000
 -60894.63               0.000000
 -60771.11               0.000000
 -60647.59               0.000000
 -60524.07               0.000000
 -60400.56               0.000000
 -60277.04               0.000000
 -60153.52               0.000000
 -60030.00               0.000000
 -59906.48               0.000000
 -59782.96               0.000000
 -59659.44               0.000000
 -59535.93               0.000000
 -59412.41               0.000000
 -59288.89               0.000000
 -59165.37               0.000000
 -59041.85               0.000000
 -58918.33               0.000000
 -58794.81               0.000000
 -58671.30               0.000000
 -58547.78               0.000000
 -58424.26               0.000000
 -58300.74               0.000000
 -58177.22               0.000000
 -58053.70               0.000000
 -57930.19               0.000000
 -57806.67               0.000000
 -57683.15               0.000000
 -57559.63               0.000000
 -57436.11               0.000000
 -57312.59               0.000000
 -57189.07               0.000000
 -57065.56               0.000000
 -56942.04               0.000000
 -56818.52               0.000000
 -56695.00               0.000000
 -56571.48               0.000000
 -56447.96               0.000000
 -56324.44               0.000000
 -56200.93               0.000000
 -56077.41               0.000000
 -55953.89               0.000000
 -55830.37               0.000000
 -55706.85               0.000000
 -55583.33               0.000000
 -55459.81               0.000000
 -55336.30               0.000000
 -55212.78               0.000000
 -55089.26               0.000000
 -54965.74               0.000000
 -54842.22               0.000000
 -54718.70               0.000000
 -54595.19               0.000000
 -54471.67               0.000000
 -54348.15               0.000000
 -54224.63               0.000000
 -54101.11               0.000000
 -53977.59               0.000000
 -53854.07               0.000000
 -53730.56               0.000000
 -53607.04               0.000000
 -53483.52               0.000000
 -53360.00               0.000000
 -53236.48               0.000000
 -53112.96               0.000000
 -52989.44               0.000000
 -52865.93               0.000000
 -52742.41               0.000000
 -52618.89               0.000000
 -52495.37               0.000000
 -52371.85               0.000000
 -52248.33               0.000000
 -52124.81               0.000000
 -52001.30               0.000000
 -51877.78               0.000000
 -51754.26               0.000000
 -51630.74               0.000000
 -51507.22               0.000000
 -51383.70               0.000000
 -51260.19               0.000000
 -51136.67               0.000000
 -51013.15               0.000000
 -50889.63               0.000000
 -50766.11               0.000000
 -50642.59               0.000000
 -50519.07               0.000000
 -50395.56               0.000000
 -50272.04               0.000000
 -50148.52               0.000000
 -50025.00               0.000000
 -49901.48               0.000000
 -49777.96               0.000000
 -49654.44               0.000000
 -49530.93               0.000000
 -49407.41               0.000000
 -49283.89               0.000000
 -49160.37               0.000000
 -49036.85               0.000000
 -48913.33               0.000000
 -48789.81               0.000000
 -48666.30               0.000000
 -48542.78               0.000000
 -48419.26               0.000000
 -48295.74               0.000000
 -48172.22               0.000000
 -48048.70               0.000000
 -47925.19               0.000000
 -47801.67               0.000000
 -47678.15               0.000000
 -47554.63               0.000000
 -47431.11               0.000000
 -47307.59               0.000000
 -47184.07               0.000000
 -47060.56               0.000000
 -46937.04               0.000000
 -46813.52               0.000000
 -46690.00               0.000000
 -46566.48               0.000000
 -46442.96               0.000000
 -46319.44               0.000000
 -46195.93               0.000000
 -46072.41               0.000000
 -45948.89               0.000000
 -45825.37               0.000000
 -45701.85               0.000000
 -45578.33               0.000000
 -45454.81               0.000000
 -45331.30               0.000000
 -45207.78               0.000000
 -45084.26               0.000000
 -44960.74               0.000000
 -44837.22               0.000000
 -44713.70               0.000000
 -44590.19               0.000000
 -44466.67               0.000000
 -44343.15               0.000000
 -44219.63               0.000000
 -44096.11               0.000000
 -43972.59               0.000000
 -43849.07               0.000000
 -43725.56               0.000000
 -43602.04               0.000000
 -43478.52               0.000000
 -43355.00               0.000000
 -43231.48               0.000000
 -43107.96               0.000000
 -42984.44               0.000000
 -42860.93               0.000000
 -42737.41               0.000000
 -42613.89               0.000000
 -42490.37               0.000000
 -42366.85               0.000000
 -42243.33               0.000000
 -42119.81               0.000000
 -41996.30               0.000000
 -41872.78               0.000000
 -41749.26               0.000000
 -41625.74               0.000000
 -41502.22               0.000000
 -41378.70               0.000000
 -41255.19               0.000000
 -41131.67               0.000000
 -41008.15               0.000000
 -40884.63               0.000000
 -40761.11               0.000000
 -40637.59               0.000000
 -40514.07               0.000000
 -40390.56               0.000000
 -40267.04               0.000000
 -40143.52               0.000000
 -40020.00               0.000000
 -39896.48               0.000000
 -39772.96               0.000000
 -39649.44               0.000000
 -39525.93               0.000000
 -39402.41               0.000000
 -39278.89               0.000000
 -39155.37               0.000000
 -39031.85               0.000000
 -38908.33               0.000000
 -38784.81               0.000000
 -38661.30               0.000000
 -38537.78               0.000000
 -38414.26               0.000000
 -38290.74               0.000000
 -38167.22               0.000000
 -38043.70               0.000000
 -37920.19               0.000000
 -37796.67               0.000000
 -37673.15               0.000000
 -37549.63               0.000000
 -37426.11               0.000000
 -37302.59               0.000000
 -37179.07               0.000000
 -37055.56               0.000000
 -36932.04               0.000000
 -36808.52               0.000000
 -36685.00               0.000000
 -36561.48               0.000000
 -36437.96               0.000000
 -36314.44               0.000000
 -36190.93               0.000000
 -36067.41               0.000000
 -35943.89               0.000000
 -35820.37               0.000000
 -35696.85               0.000000
 -35573.33               0.000000
 -35449.81               0.000000
 -35326.30               0.000000
 -35202.78               0.000000
 -35079.26               0.000000
 -34955.74               0.000000
 -34832.22               0.000000
 -34708.70               0.000000
 -34585.19               0.000000
 -34461.67               0.000000
 -34338.15               0.000000
 -34214.63               0.000000
 -34091.11               0.000000
 -33967.59               0.000000
 -33844.07               0.000000
 -33720.56               0.000000
 -33597.04               0.000000
 -33473.52               0.000000
 -33350.00               0.000000
 -33226.48               0.000000
 -33102.96               0.000000
 -32979.44               0.000000
 -32855.93               0.000000
 -32732.41               0.000000
 -32608.89               0.000000
 -32485.37               0.000000
 -32361.85               0.000000
 -32238.33               0.000000
 -32114.81               0.000000
 -31991.30               0.000000
 -31867.78               0.000000
 -31744.26               0.000000
 -31620.74               0.000000
 -31497.22               0.000000
 -31373.70               0.000000
 -31250.19               0.000000
 -31126.67               0.000000
 -31003.15               0.000000
 -30879.63               0.000000
 -30756.11               0.000000
 -30632.59               0.000000
 -30509.07               0.000000
 -30385.56               0.000000
 -30262.04               0.000000
 -30138.52               0.000000
 -30015.00               0.000000
 -29891.48               0.000000
 -29767.96               0.000000
 -29644.44               0.000000
 -29520.93               0.000000
 -29397.41               0.000000
 -29273.89               0.000000
 -29150.37               0.000000
 -29026.85               0.000000
 -28903.33               0.000000
 -28779.81               0.000000
 -28656.30               0.000000
 -28532.78               0.000000
 -28409.26               0.000000
 -28285.74               0.000000
 -28162.22               0.000000
 -28038.70               0.000000
 -27915.19               0.000000
 -27791.67               0.000000
 -27668.15               0.000000
 -27544.63               0.000000
 -27421.11               0.000000
 -27297.59               0.000000
 -27174.07               0.000000
 -27050.56               0.000000
 -26927.04               0.000000
 -26803.52               0.000000
 -26680.00               0.000000
 -26556.48               0.000000
 -26432.96               0.000000
 -26309.44               0.000000
 -26185.93               0.000000
 -26062.41               0.000000
 -25938.89               0.000000
 -25815.37               0.000000
 -25691.85               0.000000
 -25568.33               0.000000
 -25444.81               0.000000
 -25321.30               0.000000
 -25197.78               0.000000
 -25074.26               0.000000
 -24950.74               0.000000
 -24827.22               0.000000
 -24703.70               0.000000
 -24580.19               0.000000
 -24456.67               0.000000
 -24333.15               0.000000
 -24209.63               0.000000
 -24086.11               0.000000
 -23962.59               0.000000
 -23839.07               0.000000
 -23715.56               0.000000
 -23592.04               0.000000
 -23468.52               0.000000
 -23345.00               0.000000
 -23221.48               0.000000
 -23097.96               0.000000
 -22974.44               0.000000
 -22850.93               0.000000
 -22727.41               0.000000
 -22603.89               0.000000
 -22480.37               0.000000
 -22356.85               0.000000
 -22233.33               0.000000
 -22109.81               0.000000
 -21986.30               0.000000
 -21862.78               0.000000
 -21739.26               0.000000
 -21615.74               0.000000
 -21492.22               0.000000
 -21368.70               0.000000
 -21245.19               0.000000
 -21121.67               0.000000
 -20998.15               0.000000
 -20874.63               0.000000
 -20751.11               0.000000
 -20627.59               0.000000
 -20504.07               0.000000
 -20380.56               0.000000
 -20257.04               0.000000
 -20133.52               0.000000
 -20010.00               0.000000
 -19886.48               0.000000
 -19762.96               0.000000
 -19639.44               0.000000
 -19515.93               0.000000
 -19392.41               0.000000
 -19268.89               0.000000
 -19145.37               0.000000
 -19021.85               0.000000
 -18898.33               0.000000
 -18774.81               0.000000
 -18651.30               0.000000
 -18527.78               0.000000
 -18404.26               0.000000
 -18280.74               0.000000
 -18157.22               0.000000
 -18033.70               0.000000
 -17910.19               0.000000
 -17786.67               0.000000
 -17663.15               0.000000
 -17539.63               0.000000
 -17416.11               0.000000
 -17292.59               0.000000
 -17169.07               0.000000
 -17045.56               0.000000
 -16922.04               0.000000
 -16798.52               0.000000
 -16675.00               0.000000
 -16551.48               0.000000
 -16427.96               0.000000
 -16304.44               0.000000
 -16180.93               0.000000
 -16057.41               0.000000
 -15933.89               0.000000
 -15810.37               0.000000
 -15686.85               0.000000
 -15563.33               0.000000
 -15439.81               0.000000
 -15316.30               0.000000
 -15192.78               0.000000
 -15069.26               0.000000
 -14945.74               0.000000
 -14822.22               0.000000
 -14698.70               0.000000
 -14575.19               0.000000
 -14451.67               0.000000
 -14328.15               0.000000
 -14204.63               0.000000
 -14081.11               0.000000
 -13957.59               0.000000
 -13834.07               0.000000
 -13710.56               0.000000
 -13587.04               0.000000
 -13463.52               0.000000
 -13340.00               0.000000
 -13216.48               0.000000
 -13092.96               0.000000
 -12969.44               0.000000
 -12845.93               0.000000
 -12722.41               0.000000
 -12598.89               0.000000
 -12475.37               0.000000
 -12351.85               0.000000
 -12228.33               0.000000
 -12104.81               0.000000
 -11981.30               0.000000
 -11857.78               0.000000
 -11734.26               0.000000
 -11610.74               0.000000
 -11487.22               0.000000
 -11363.70               0.000000
 -11240.19               0.000000
 -11116.67               0.000000
 -10993.15               0.000000
 -10869.63               0.000000
 -10746.11               0.000000
 -10622.59               0.000000
 -10499.07               0.000000
 -10375.56               0.000000
 -10252.04               0.000000
 -10128.52               0.000001
 -10005.00               0.000001
  -9881.48               0.000001
  -9757.96               0.000001
  -9634.44               0.000001
  -9510.93               0.000001
  -9387.41               0.000001
  -9263.89               0.000001
  -9140.37               0.000001
  -9016.85               0.000001
  -8893.33               0.000001
  -8769.81               0.000001
  -8646.30               0.000001
  -8522.78               0.000001
  -8399.26               0.000001
  -8275.74               0.000001
  -8152.22               0.000001
  -8028.70               0.000001
  -7905.19               0.000001
  -7781.67               0.000001
  -7658.15               0.000001
  -7534.63               0.000001
  -7411.11               0.000001
  -7287.59               0.000001
  -7164.07               0.000001
  -7040.56               0.000001
  -6917.04               0.000001
  -6793.52               0.000002
  -6670.00               0.000002
  -6546.48               0.000002
  -6422.96               0.000002
  -6299.44               0.000002
  -6175.93               0.000002
  -6052.41               0.000002
  -5928.89               0.000003
  -5805.37               0.000003
  -5681.85               0.000003
  -5558.33               0.000004
  -5434.81               0.000004
  -5311.30               0.000005
  -5187.78               0.000006
  -5064.26               0.000007
  -4940.74               0.000008
  -4817.22               0.000010
  -4693.70               0.000014
  -4570.19               0.000020
  -4446.67               0.000008
  -4323.15               0.001833
  -4199.63               0.007205
  -4076.11               0.015836
  -3952.59               0.027687
  -3829.07               0.042515
  -3705.56               0.060233
  -3582.04               0.080625
  -3458.52               0.103579
  -3335.00               0.128892
  -3211.48               0.156437
  -3087.96               0.186014
  -2964.44               0.217486
  -2840.93               0.250654
  -2717.41               0.285369
  -2593.89               0.321431
  -2470.37               0.358683
  -2346.85               0.396918
  -2223.33               0.435969
  -2099.81               0.475622
  -1976.30               0.515698
  -1852.78               0.555972
  -1729.26               0.596250
  -1605.74               0.636294
  -1482.22               0.675889
  -1358.70               0.714777
  -1235.19               0.752717
  -1111.67               0.789422
   -988.15               0.824611
   -864.63               0.857954
   -741.11               0.889104
   -617.59               0.917661
   -494.07               0.943162
   -370.56               0.965066
   -247.04               0.982641
   -123.52               0.994976
      0.00               1.000000
    123.52               0.994976
    247.04               0.982641
    370.56               0.965066
    494.07               0.943162
    617.59               0.917661
    741.11               0.889104
    864.63               0.857954
    988.15               0.824611
   1111.67               0.789422
   1235.19               0.752717
   1358.70               0.714777
   1482.22               0.675889
   1605.74               0.636294
   1729.26               0.596250
   1852.78               0.555972
   1976.30               0.515698
   2099.81               0.475622
   2223.33               0.435969
   2346.85               0.396918
   2470.37               0.358683
   2593.89               0.321431
   2717.41               0.285369
   2840.93               0.250654
   2964.44               0.217486
   3087.96               0.186014
   3211.48               0.156437
   3335.00               0.128892
   3458.52               0.103579
   3582.04               0.080625
   3705.56               0.060233
   3829.07               0.042515
   3952.59               0.027687
   4076.11               0.015836
   4199.63               0.007205
   4323.15               0.001833
   4446.67               0.000008
   4570.19               0.000020
   4693.70               0.000014
   4817.22               0.000010
   4940.74               0.000008
   5064.26               0.000007
   5187.78               0.000006
   5311.30               0.000005
   5434.81               0.000004
   5558.33               0.000004
   5681.85               0.000003
   5805.37               0.000003
   5928.89               0.000003
   6052.41               0.000002
   6175.93               0.000002
   6299.44               0.000002
   6422.96               0.000002
   6546.48               0.000002
   6670.00               0.000002
   6793.52               0.000002
   6917.04               0.000001
   7040.56               0.000001
   7164.07               0.000001
   7287.59               0.000001
   7411.11               0.000001
   7534.63               0.000001
   7658.15               0.000001
   7781.67               0.000001
   7905.19               0.000001
   8028.70               0.000001
   8152.22               0.000001
   8275.74               0.000001
   8399.26               0.000001
   8522.78               0.000001
   8646.30               0.000001
   8769.81               0.000001
   8893.33               0.000001
   9016.85               0.000001
   9140.37               0.000001
   9263.89               0.000001
   9387.41               0.000001
   9510.93               0.000001
   9634.44               0.000001
   9757.96               0.000001
   9881.48               0.000001
  10005.00               0.000001
  10128.52               0.000001
  10252.04               0.000000
  10375.56               0.000000
  10499.07               0.000000
  10622.59               0.000000
  10746.11               0.000000
  10869.63               0.000000
  10993.15               0.000000
  11116.67               0.000000
  11240.19               0.000000
  11363.70               0.000000
  11487.22               0.000000
  11610.74               0.000000
  11734.26               0.000000
  11857.78               0.000000
  11981.30               0.000000
  12104.81               0.000000
  12228.33               0.000000
  12351.85               0.000000
  12475.37               0.000000
  12598.89               0.000000
  12722.41               0.000000
  12845.93               0.000000
  12969.44               0.000000
  13092.96               0.000000
  13216.48               0.000000
  13340.00               0.000000
  13463.52               0.000000
  13587.04               0.000000
  13710.56               0.000000
  13834.07               0.000000
  13957.59               0.000000
  14081.11               0.000000
  14204.63               0.000000
  14328.15               0.000000
  14451.67               0.000000
  14575.19               0.000000
  14698.70               0.000000
  14822.22               0.000000
  14945.74               0.000000
  15069.26               0.000000
  15192.78               0.000000
  15316.30               0.000000
  15439.81               0.000000
  15563.33               0.000000
  15686.85               0.000000
  15810.37               0.000000
  15933.89               0.000000
  16057.41               0.000000
  16180.93               0.000000
  16304.44               0.000000
  16427.96               0.000000
  16551.48               0.000000
  16675.00               0.000000
  16798.52               0.000000
  16922.04               0.000000
  17045.56               0.000000
  17169.07               0.000000
  17292.59               0.000000
  17416.11               0.000000
  17539.63               0.000000
  17663.15               0.000000
  17786.67               0.000000
  17910.19               0.000000
  18033.70               0.000000
  18157.22               0.000000
  18280.74               0.000000
  18404.26               0.000000
  18527.78               0.000000
  18651.30               0.000000
  18774.81               0.000000
  18898.33               0.000000
  19021.85               0.000000
  19145.37               0.000000
  19268.89               0.000000
  19392.41               0.000000
  19515.93               0.000000
  19639.44               0.000000
  19762.96               0.000000
  19886.48               0.000000
  20010.00               0.000000
  20133.52               0.000000
  20257.04               0.000000
  20380.56               0.000000
  20504.07               0.000000
  20627.59               0.000000
  20751.11               0.000000
  20874.63               0.000000
  20998.15               0.000000
  21121.67               0.000000
  21245.19               0.000000
  21368.70               0.000000
  21492.22               0.000000
  21615.74               0.000000
  21739.26               0.000000
  21862.78               0.000000
  21986.30               0.000000
  22109.81               0.000000
  22233.33               0.000000
  22356.85               0.000000
  22480.37               0.000000
  22603.89               0.000000
  22727.41               0.000000
  22850.93               0.000000
  22974.44               0.000000
  23097.96               0.000000
  23221.48               0.000000
  23345.00               0.000000
  23468.52               0.000000
  23592.04               0.000000
  23715.56               0.000000
  23839.07               0.000000
  23962.59               0.000000
